School,Gender,Role,citations,earliest_pub
Princeton,Male,Professor,798,1997
Princeton,Male,Professor,819,1997
Princeton,Male,Professor,1208,1999
Princeton,Male,Professor,616,2001
Princeton,Male,Professor,1843,2001
Princeton,Female,Professor,1432,2002
Princeton,Male,Professor,640,2006
Princeton,Male,Professor,678,2007
Princeton,Female,Professor,54,2008
Princeton,Male,Professor,69,2009
Purdue,Male,Professor,1168,1957
Purdue,Male,Professor,1311,1966
Purdue,Male,Professor,729,1968
Purdue,Male,Professor,2,1971
Purdue,Male,Professor,1069,1973
Purdue,Male,Professor,1594,1974
Purdue,Male,Professor,2608,1975
Purdue,Male,Professor,1184,1978
Purdue,Male,Professor,992,1978
Purdue,Male,Professor,779,1979
Purdue,Male,Professor,586,1981
Purdue,Male,Professor,1226,1981
Purdue,Female,Professor,414,1982
Purdue,Male,Professor,1245,1984
Purdue,Male,Professor,1041,1984
Purdue,Male,Professor,1543,1984
Purdue,Male,Professor,382,1985
Purdue,Male,Professor,2049,1986
Purdue,Male,Professor,1016,1987
Purdue,Female,Professor,961,1987
Purdue,Male,Professor,394,1987
Purdue,Male,Professor,469,1988
Purdue,Male,Professor,5437,1988
Purdue,Male,Professor,447,1989
Purdue,Male,Professor,1405,1990
Purdue,Female,Professor,1196,1991
Purdue,Male,Professor,260,1991
Purdue,Male,Professor,179,1993
Purdue,Male,Professor,976,1994
Purdue,Male,Professor,403,1995
Purdue,Male,Professor,676,1995
Purdue,Male,Professor,1866,1995
Purdue,Female,Professor,22,1996
Purdue,Male,Professor,137,1996
Purdue,Male,Professor,253,1998
Purdue,Male,Professor,265,1998
Purdue,Male,Professor,674,1998
Purdue,Male,Professor,499,1999
Purdue,Male,Professor,373,1999
Purdue,Male,Professor,763,2003
Purdue,Male,Professor,96,2005
Purdue,Female,Professor,166,2006
Purdue,Male,Professor,1,2006
Rice,Male,Professor,336,1961
Rice,Male,Professor,1338,1971
Rice,Male,Professor,2482,1981
Rice,Male,Professor,324,1982
Rice,Male,Professor,1406,1987
Rice,Male,Professor,1731,1997
Rice,Male,Professor,177,2001
Rice,Female,Professor,331,2002
Rutgers,Male,Professor,3677,1955
Rutgers,Male,Professor,2551,1964
Rutgers,Male,Professor,248,1967
Rutgers,Male,Professor,1038,1968
Rutgers,Male,Professor,1825,1969
Rutgers,Male,Professor,975,1969
Rutgers,Male,Professor,2530,1971
Rutgers,Male,Professor,5219,1971
Rutgers,Male,Professor,564,1972
Rutgers,Male,Professor,676,1973
Rutgers,Male,Professor,1095,1974
Rutgers,Male,Professor,3077,1977
Rutgers,Male,Professor,1048,1979
Rutgers,Male,Professor,1088,1979
Rutgers,Male,Professor,1158,1980
Rutgers,Male,Professor,2668,1980
Rutgers,Male,Professor,1512,1980
Rutgers,Male,Professor,585,1983
Rutgers,Male,Professor,2058,1984
Rutgers,Male,Professor,778,1985
Rutgers,Male,Professor,2169,1985
Rutgers,Male,Professor,4770,1985
Rutgers,Male,Professor,1559,1986
Rutgers,Male,Professor,1716,1986
Rutgers,Male,Professor,846,1987
Rutgers,Male,Professor,974,1988
Rutgers,Male,Professor,569,1988
Rutgers,Male,Professor,534,1989
Rutgers,Male,Professor,309,1990
Rutgers,Male,Professor,350,1990
Rutgers,Male,Professor,643,1991
Rutgers,Male,Professor,235,1992
Rutgers,Male,Professor,741,1993
Rutgers,Female,Professor,120,1996
Rutgers,Male,Professor,666,1996
Rutgers,Male,Professor,840,1996
Rutgers,Male,Professor,432,1996
Rutgers,Female,Professor,1853,1998
Rutgers,Female,Professor,184,2000
Rutgers,Male,Professor,160,2001
Rutgers,Male,Professor,287,2002
Rutgers,Female,Professor,656,2004
Rutgers,Male,Professor,796,2005
Stanford,Male,Professor,5852,1969
Stanford,Male,Professor,2899,1970
Stanford,Male,Professor,5998,1974
Stanford,Male,Professor,932,1978
Stanford,Male,Professor,1304,1979
Stanford,Male,Professor,1564,1982
Stanford,Male,Professor,3728,1986
Stanford,Male,Professor,2352,1986
Stanford,Male,Professor,2907,1988
Stanford,Male,Professor,1252,1991
Stanford,Female,Professor,307,1992
Stanford,Male,Professor,1769,1993
Stanford,Female,Professor,117,1995
Stanford,Male,Professor,1269,1996
Stanford,Male,Professor,69,1996
Stanford,Male,Professor,831,1996
Stanford,Male,Professor,1063,1997
Stanford,Male,Professor,7613,1998
Stanford,Male,Professor,1039,2003
Stanford,Male,Professor,887,2003
Stanford,Male,Professor,503,2003
Stanford,Male,Professor,1232,2004
Stony Brook,Male,Professor,12177,1950
Stony Brook,Male,Professor,2906,1959
Stony Brook,Male,Professor,501,1966
Stony Brook,Male,Professor,5155,1966
Stony Brook,Male,Professor,1440,1968
Stony Brook,Male,Professor,4393,1968
Stony Brook,Male,Professor,645,1970
Stony Brook,Male,Professor,1287,1972
Stony Brook,Male,Professor,1926,1973
Stony Brook,Female,Professor,1258,1974
Stony Brook,Male,Professor,1792,1979
Stony Brook,Male,Professor,3828,1980
Stony Brook,Male,Professor,1576,1981
Stony Brook,Male,Professor,1810,1982
Stony Brook,Male,Professor,5237,1983
Stony Brook,Male,Professor,1923,1984
Stony Brook,Male,Professor,797,1987
Stony Brook,Male,Professor,428,1988
Stony Brook,Male,Professor,1757,1989
Stony Brook,Male,Professor,329,1989
Stony Brook,Male,Professor,929,1989
Stony Brook,Male,Professor,70,1989
Stony Brook,Male,Professor,350,1994
Stony Brook,Male,Professor,309,1997
Stony Brook,Male,Professor,438,2000
Stony Brook,Male,Professor,275,2001
Stony Brook,Male,Professor,125,2001
Stony Brook,Male,Professor,286,2003
Temple,Male,Professor,3,1974
Temple,Male,Professor,424,1977
Temple,Female,Professor,60,1978
Temple,Male,Professor,1443,1979
Temple,Male,Professor,1159,1980
Temple,Male,Professor,294,1980
Temple,Male,Professor,150,1984
Temple,Male,Professor,101,1984
Temple,Male,Professor,312,1985
Temple,Male,Professor,673,1986
Temple,Male,Professor,332,1988
Temple,Male,Professor,341,1991
Temple,Male,Professor,209,1993
Temple,Female,Professor,320,1998
Temple,Male,Professor,340,1999
Temple,Male,Professor,364,2000
Texas A and M,Male,Professor,37,1964
Texas A and M,Male,Professor,6249,1966
Texas A and M,Male,Professor,2504,1969
Texas A and M,Male,Professor,2601,1969
Texas A and M,Male,Professor,2792,1971
Texas A and M,Male,Professor,2572,1971
Texas A and M,Male,Professor,1289,1973
Texas A and M,Male,Professor,4869,1973
Texas A and M,Male,Professor,1609,1973
Texas A and M,Male,Professor,462,1974
Texas A and M,Male,Professor,1325,1974
Texas A and M,Male,Professor,607,1974
Texas A and M,Male,Professor,1226,1974
Texas A and M,Male,Professor,1752,1976
Texas A and M,Male,Professor,118,1977
Texas A and M,Male,Professor,2516,1977
Texas A and M,Male,Professor,2805,1977
Texas A and M,Male,Professor,983,1977
Texas A and M,Male,Professor,97,1977
Texas A and M,Male,Professor,2335,1979
Texas A and M,Male,Professor,661,1980
Texas A and M,Male,Professor,748,1981
Texas A and M,Male,Professor,204,1984
Texas A and M,Male,Professor,889,1986
Texas A and M,Male,Professor,1299,1987
Texas A and M,Male,Professor,3225,1987
Texas A and M,Male,Professor,5,1988
Texas A and M,Male,Professor,919,1989
Texas A and M,Male,Professor,1361,1990
Texas A and M,Male,Professor,1905,1992
Texas A and M,Male,Professor,179,1992
Texas A and M,Male,Professor,2306,1994
Texas A and M,Male,Professor,412,1994
Texas A and M,Male,Professor,242,1994
Texas A and M,Male,Professor,1188,1994
Texas A and M,Female,Professor,644,1994
Texas A and M,Male,Professor,540,1995
Texas A and M,Male,Professor,465,1995
Texas A and M,Male,Professor,932,1995
Texas A and M,Female,Professor,861,1997
Texas A and M,Female,Professor,573,1997
Texas A and M,Male,Professor,506,1998
Texas A and M,Female,Professor,144,1998
Texas A and M,Male,Professor,250,1998
Texas A and M,Male,Professor,3322,1999
Texas A and M,Male,Professor,679,2000
Texas A and M,Male,Professor,392,2002
Texas A and M,Male,Professor,313,2003
Texas A and M,Male,Professor,641,2004
Texas A and M,Male,Professor,96,2004
Texas A and M,Male,Professor,386,2006
Tulane,Male,Professor,1044,1969
Tulane,Male,Professor,221,1974
Tulane,Male,Professor,147,1975
Tulane,Male,Professor,1782,1976
Tulane,Male,Professor,246,1977
Tulane,Male,Professor,578,1982
Tulane,Male,Professor,751,1984
Tulane,Female,Professor,330,1986
Tulane,Male,Professor,638,1995
Tulane,Male,Professor,576,1998
UI - Urbana Champaign,Male,Professor,142,1970
UI - Urbana Champaign,Male,Professor,836,1974
UI - Urbana Champaign,Male,Professor,2585,1976
UI - Urbana Champaign,Male,Professor,2468,1977
UI - Urbana Champaign,Male,Professor,495,1978
UI - Urbana Champaign,Male,Professor,244,1978
UI - Urbana Champaign,Male,Professor,616,1980
UI - Urbana Champaign,Male,Professor,1382,1980
UI - Urbana Champaign,Male,Professor,228,1981
UI - Urbana Champaign,Female,Professor,515,1982
UI - Urbana Champaign,Male,Professor,1374,1983
UI - Urbana Champaign,Male,Professor,409,1984
UI - Urbana Champaign,Male,Professor,2338,1985
UI - Urbana Champaign,Male,Professor,1558,1987
UI - Urbana Champaign,Male,Professor,540,1988
UI - Urbana Champaign,Male,Professor,712,1988
UI - Urbana Champaign,Male,Professor,1127,1988
UI - Urbana Champaign,Male,Professor,319,1988
UI - Urbana Champaign,Male,Professor,1415,1990
UI - Urbana Champaign,Male,Professor,337,1990
UI - Urbana Champaign,Male,Professor,304,1992
UI - Urbana Champaign,Male,Professor,484,1993
UI - Urbana Champaign,Male,Professor,361,1993
UI - Urbana Champaign,Male,Professor,693,1993
UI - Urbana Champaign,Male,Professor,634,1993
UI - Urbana Champaign,Female,Professor,463,1993
UI - Urbana Champaign,Male,Professor,651,1993
UI - Urbana Champaign,Male,Professor,138,1993
UI - Urbana Champaign,Female,Professor,624,1993
UI - Urbana Champaign,Male,Professor,372,1994
UI - Urbana Champaign,Male,Professor,248,1995
UI - Urbana Champaign,Male,Professor,613,1996
UI - Urbana Champaign,Male,Professor,267,1996
UI - Urbana Champaign,Male,Professor,498,1996
UI - Urbana Champaign,Male,Professor,556,1997
UI - Urbana Champaign,Male,Professor,1337,1998
UI - Urbana Champaign,Male,Professor,213,1998
UI - Urbana Champaign,Male,Professor,1039,1998
UI - Urbana Champaign,Male,Professor,161,2001
UI - Urbana Champaign,Male,Professor,443,2002
UI - Urbana Champaign,Male,Professor,415,2002
UI - Urbana Champaign,Male,Professor,392,2004
UI - Urbana Champaign,Female,Professor,286,2006
UMass Amherst,Male,Professor,59,1977
UMass Amherst,Male,Professor,696,1986
UMass Amherst,Male,Professor,617,1987
UMass Amherst,Male,Professor,770,1987
UMass Amherst,Female,Professor,494,1991
UMass Amherst,Male,Professor,183,1991
UMass Amherst,Male,Professor,496,1992
UMass Amherst,Male,Professor,597,1993
UMass Amherst,Male,Professor,302,1994
UMass Amherst,Female,Professor,385,1995
UMass Amherst,Male,Professor,330,1995
UMass Amherst,Male,Professor,106,1995
UMass Amherst,Male,Professor,670,1996
UMass Amherst,Male,Professor,512,1997
UMass Amherst,Male,Professor,206,1997
UMass Amherst,Male,Professor,188,1997
UMass Amherst,Male,Professor,296,1999
UMass Amherst,Male,Professor,1313,2000
UMass Amherst,Male,Professor,53,2000
UMass Amherst,Female,Professor,18,2003
UMass Amherst,Male,Professor,280,2004
UNC-Chapel Hill,Male,Professor,5813,1968
UNC-Chapel Hill,Male,Professor,3756,1969
UNC-Chapel Hill,Male,Professor,1479,1973
UNC-Chapel Hill,Male,Professor,527,1979
UNC-Chapel Hill,Male,Professor,2192,1979
UNC-Chapel Hill,Male,Professor,331,1981
UNC-Chapel Hill,Male,Professor,270,1982
UNC-Chapel Hill,Male,Professor,1380,1982
UNC-Chapel Hill,Male,Professor,1857,1990
UNC-Chapel Hill,Male,Professor,57,1990
UNC-Chapel Hill,Male,Professor,871,1992
UNC-Chapel Hill,Male,Professor,432,1993
UNC-Chapel Hill,Male,Professor,451,1995
UNC-Chapel Hill,Male,Professor,392,1997
UNC-Chapel Hill,Male,Professor,183,1998
UNC-Chapel Hill,Male,Professor,343,1999
UNC-Chapel Hill,Male,Professor,86,2000
UNC-Chapel Hill,Male,Professor,657,2003
University of Alabama,Male,Professor,173,1963
University of Alabama,Male,Professor,54,1968
University of Alabama,Male,Professor,189,1974
University of Alabama,Male,Professor,35,1975
University of Alabama,Male,Professor,259,1976
University of Alabama,Male,Professor,303,1980
University of Alabama,Male,Professor,100,1986
University of Alabama,Male,Professor,8,1989
University of Alabama,Male,Professor,4,1989
University of Alabama,Male,Professor,70,1990
University of Alabama,Male,Professor,2092,1992
University of Alabama,Male,Professor,111,1997
University of Alabama,Male,Professor,83,2001
University of Alabama,Male,Professor,560,2003
University of California - Berkeley,Male,Professor,1275,1957
University of California - Berkeley,Male,Professor,3016,1959
University of California - Berkeley,Male,Professor,527,1961
University of California - Berkeley,Male,Professor,3215,1963
University of California - Berkeley,Male,Professor,1489,1965
University of California - Berkeley,Male,Professor,4545,1966
University of California - Berkeley,Male,Professor,7276,1969
University of California - Berkeley,Male,Professor,341,1972
University of California - Berkeley,Male,Professor,3758,1972
University of California - Berkeley,Male,Professor,1550,1973
University of California - Berkeley,Female,Professor,215,1975
University of California - Berkeley,Male,Professor,12054,1975
University of California - Berkeley,Male,Professor,1859,1980
University of California - Berkeley,Male,Professor,3331,1981
University of California - Berkeley,Male,Professor,1012,1981
University of California - Berkeley,Male,Professor,3267,1982
University of California - Berkeley,Male,Professor,5080,1982
University of California - Berkeley,Male,Professor,463,1982
University of California - Berkeley,Female,Professor,851,1983
University of California - Berkeley,Male,Professor,2754,1983
University of California - Berkeley,Male,Professor,1849,1983
University of California - Berkeley,Male,Professor,614,1983
University of California - Berkeley,Male,Professor,1762,1984
University of California - Berkeley,Male,Professor,1530,1984
University of California - Berkeley,Male,Professor,989,1985
University of California - Berkeley,Male,Professor,3190,1985
University of California - Berkeley,Male,Professor,8207,1986
University of California - Berkeley,Male,Professor,736,1987
University of California - Berkeley,Male,Professor,2190,1988
University of California - Berkeley,Male,Professor,1467,1988
University of California - Berkeley,Male,Professor,455,1988
University of California - Berkeley,Male,Professor,576,1988
University of California - Berkeley,Male,Professor,4172,1988
University of California - Berkeley,Female,Professor,1069,1992
University of California - Berkeley,Female,Professor,384,1994
University of California - Berkeley,Male,Professor,667,1994
University of California - Berkeley,Male,Professor,496,1994
University of California - Berkeley,Male,Professor,1241,1995
University of California - Berkeley,Female,Professor,319,1996
University of California - Berkeley,Female,Professor,782,1996
University of California - Berkeley,Male,Professor,739,1996
University of California - Berkeley,Female,Professor,655,1997
University of California - Berkeley,Male,Professor,346,1997
University of California - Berkeley,Male,Professor,435,1997
University of California - Berkeley,Female,Professor,853,1998
University of California - Berkeley,Male,Professor,800,1998
University of California - Berkeley,Male,Professor,867,2001
University of California - Berkeley,Male,Professor,145,2002
University of California - Berkeley,Female,Professor,203,2003
University of California - Berkeley,Male,Professor,450,2003
University of California - Davis,Male,Professor,14,1972
University of California - Davis,Male,Professor,2138,1977
University of California - Davis,Male,Professor,535,1979
University of California - Davis,Male,Professor,645,1981
University of California - Davis,Male,Professor,1302,1982
University of California - Davis,Male,Professor,828,1985
University of California - Davis,Female,Professor,542,1986
University of California - Davis,Male,Professor,303,1986
University of California - Davis,Male,Professor,5,1986
University of California - Davis,Male,Professor,494,1987
University of California - Davis,Male,Professor,860,1988
University of California - Davis,Male,Professor,1225,1990
University of California - Davis,Male,Professor,9,1992
University of California - Davis,Female,Professor,395,1993
University of California - Davis,Male,Professor,1061,1993
University of California - Davis,Female,Professor,969,1994
University of California - Davis,Male,Professor,576,1994
University of California - Davis,Male,Professor,661,1994
University of California - Davis,Male,Professor,64,1994
University of California - Davis,Male,Professor,1602,1994
University of California - Davis,Male,Professor,973,1995
University of California - Davis,Male,Professor,1340,1995
University of California - Davis,Male,Professor,257,1996
University of California - Davis,Male,Professor,181,1996
University of California - Davis,Male,Professor,52,1998
University of California - Davis,Female,Professor,252,1999
University of California - Davis,Male,Professor,234,1999
University of California - Davis,Male,Professor,336,1999
University of California - Davis,Male,Professor,28,2000
University of California - Davis,Male,Professor,104,2000
University of California - Davis,Male,Professor,330,2001
University of California - Davis,Male,Professor,204,2002
University of California - Davis,Male,Professor,0,2002
University of California - Davis,Female,Professor,232,2003
University of California - Davis,Female,Professor,41,2004
University of California - Davis,Male,Professor,0,2004
University of California - Davis,Female,Professor,26,2010
University of California - Irvine,Male,Professor,1777,1972
University of California - Irvine,Male,Professor,6827,1975
University of California - Irvine,Male,Professor,965,1978
University of California - Irvine,Male,Professor,571,1980
University of California - Irvine,Male,Professor,891,1980
University of California - Irvine,Male,Professor,1063,1982
University of California - Irvine,Male,Professor,511,1985
University of California - Irvine,Male,Professor,2830,1988
University of California - Irvine,Male,Professor,502,1989
University of California - Irvine,Female,Professor,1242,1990
University of California - Irvine,Male,Professor,1474,1990
University of California - Irvine,Male,Professor,197,1992
University of California - Irvine,Female,Professor,233,1995
University of California - Irvine,Male,Professor,200,1995
University of California - Irvine,Male,Professor,181,1995
University of California - Irvine,Male,Professor,499,1995
University of California - Irvine,Male,Professor,403,1996
University of California - Irvine,Male,Professor,1079,1996
University of California - Irvine,Male,Professor,1975,1996
University of California - Irvine,Male,Professor,1729,1997
University of California - Irvine,Female,Professor,200,1999
University of California - Irvine,Male,Professor,774,1999
University of California - Irvine,Male,Professor,668,2004
University of California - Irvine,Male,Professor,106,2004
University of California - Irvine,Male,Professor,358,2004
University of California - Irvine,Male,Professor,331,2007
University of California - Los Angeles,Male,Professor,594,1963
University of California - Los Angeles,Male,Professor,1058,1965
University of California - Los Angeles,Male,Professor,16774,1966
University of California - Los Angeles,Male,Professor,525,1966
University of California - Los Angeles,Male,Professor,1141,1969
University of California - Los Angeles,Male,Professor,530,1970
University of California - Los Angeles,Male,Professor,629,1971
University of California - Los Angeles,Male,Professor,77,1972
University of California - Los Angeles,Male,Professor,2526,1977
University of California - Los Angeles,Male,Professor,1563,1978
University of California - Los Angeles,Male,Professor,3204,1978
University of California - Los Angeles,Male,Professor,337,1981
University of California - Los Angeles,Male,Professor,1182,1981
University of California - Los Angeles,Male,Professor,1043,1983
University of California - Los Angeles,Male,Professor,178,1985
University of California - Los Angeles,Male,Professor,1542,1986
University of California - Los Angeles,Male,Professor,935,1987
University of California - Los Angeles,Male,Professor,1676,1987
University of California - Los Angeles,Female,Professor,3945,1988
University of California - Los Angeles,Male,Professor,3804,1988
University of California - Los Angeles,Male,Professor,928,1989
University of California - Los Angeles,Male,Professor,1444,1990
University of California - Los Angeles,Male,Professor,977,1990
University of California - Los Angeles,Male,Professor,1658,1991
University of California - Los Angeles,Male,Professor,1371,1992
University of California - Los Angeles,Male,Professor,1478,1994
University of California - Los Angeles,Male,Professor,595,1995
University of California - Los Angeles,Male,Professor,229,1995
University of California - Los Angeles,Male,Professor,829,1996
University of California - Los Angeles,Male,Professor,15527,1996
University of California - Los Angeles,Female,Professor,774,1997
University of California - Los Angeles,Male,Professor,1077,1997
University of California - Los Angeles,Male,Professor,135,1997
University of California - Los Angeles,Male,Professor,669,1998
University of California - Los Angeles,Male,Professor,40,1998
University of California - Los Angeles,Male,Professor,381,1998
University of California - Los Angeles,Male,Professor,874,1999
University of California - Los Angeles,Male,Professor,1559,1999
University of California - Los Angeles,Male,Professor,344,2000
University of California - Los Angeles,Female,Professor,358,2001
University of California - Los Angeles,Male,Professor,291,2001
University of California - Los Angeles,Male,Professor,503,2003
University of California - Los Angeles,Female,Professor,1472,2005
University of California - Los Angeles,Male,Professor,334,2005
University of California - Los Angeles,Male,Professor,2219,2005
University of California - Los Angeles,Male,Professor,217,2006
University of California - Los Angeles,Male,Professor,5,2006
University of California - Los Angeles,Female,Professor,648,2009
University of California - Los Angeles,Male,Professor,114,2009
University of California - Merced,Male,Professor,55,1991
University of California - Merced,Female,Professor,506,1997
University of California - Merced,Male,Professor,74,2000
University of California - Merced,Female,Professor,121,2001
University of California - Merced,Male,Professor,200,2001
University of California - Merced,Male,Professor,104,2002
University of California - Merced,Male,Professor,2,2003
University of California - Riverside,Male,Professor,381,1968
University of California - Riverside,Male,Professor,325,1973
University of California - Riverside,Male,Professor,631,1978
University of California - Riverside,Male,Professor,2101,1983
University of California - Riverside,Female,Professor,2439,1984
University of California - Riverside,Male,Professor,626,1986
University of California - Riverside,Male,Professor,27,1991
University of California - Riverside,Male,Professor,128,1992
University of California - Riverside,Male,Professor,656,1994
University of California - Riverside,Male,Professor,275,1997
University of California - Riverside,Male,Professor,125,1998
University of California - Riverside,Male,Professor,306,2002
University of California - San Diego,Male,Professor,1622,1972
University of California - San Diego,Male,Professor,3036,1974
University of California - San Diego,Male,Professor,2231,1975
University of California - San Diego,Male,Professor,1705,1977
University of California - San Diego,Female,Professor,1290,1980
University of California - San Diego,Male,Professor,829,1981
University of California - San Diego,Male,Professor,89,1982
University of California - San Diego,Male,Professor,1041,1985
University of California - San Diego,Male,Professor,1776,1985
University of California - San Diego,Male,Professor,1000,1985
University of California - San Diego,Male,Professor,769,1986
University of California - San Diego,Male,Professor,208,1986
University of California - San Diego,Male,Professor,955,1990
University of California - San Diego,Female,Professor,106,1991
University of California - San Diego,Male,Professor,961,1991
University of California - San Diego,Male,Professor,1087,1992
University of California - San Diego,Male,Professor,647,1993
University of California - San Diego,Male,Professor,216,1993
University of California - San Diego,Male,Professor,1260,1994
University of California - San Diego,Female,Professor,29,1996
University of California - San Diego,Male,Professor,163,1996
University of California - San Diego,Male,Professor,1653,1998
University of California - San Diego,Male,Professor,503,1998
University of California - San Diego,Male,Professor,718,1998
University of California - San Diego,Male,Professor,3,1999
University of California - San Diego,Female,Professor,446,2000
University of California - San Diego,Male,Professor,802,2000
University of California - San Diego,Male,Professor,840,2000
University of California - San Diego,Male,Professor,420,2000
University of California - San Diego,Male,Professor,491,2001
University of California - San Diego,Male,Professor,133,2002
University of California - San Diego,Male,Professor,235,2002
University of California - San Diego,Male,Professor,445,2003
University of California - San Diego,Male,Professor,397,2004
University of California - San Diego,Male,Professor,280,2004
University of California - San Diego,Male,Professor,334,2004
University of California - San Diego,Male,Professor,142,2005
University of California - San Diego,Male,Professor,1,2005
University of California - San Diego,Male,Professor,199,2005
University of California - San Diego,Male,Professor,403,2007
University of California - Santa Barbara,Male,Professor,914,1966
University of California - Santa Barbara,Male,Professor,3943,1970
University of California - Santa Barbara,Male,Professor,1965,1973
University of California - Santa Barbara,Male,Professor,643,1975
University of California - Santa Barbara,Male,Professor,337,1979
University of California - Santa Barbara,Male,Professor,2069,1979
University of California - Santa Barbara,Male,Professor,1487,1980
University of California - Santa Barbara,Male,Professor,273,1981
University of California - Santa Barbara,Male,Professor,1301,1981
University of California - Santa Barbara,Male,Professor,606,1982
University of California - Santa Barbara,Male,Professor,5918,1983
University of California - Santa Barbara,Male,Professor,1088,1984
University of California - Santa Barbara,Male,Professor,107,1985
University of California - Santa Barbara,Male,Professor,44,1986
University of California - Santa Barbara,Male,Professor,1019,1987
University of California - Santa Barbara,Female,Professor,693,1988
University of California - Santa Barbara,Male,Professor,463,1989
University of California - Santa Barbara,Male,Professor,69,1991
University of California - Santa Barbara,Male,Professor,397,1991
University of California - Santa Barbara,Male,Professor,655,1993
University of California - Santa Barbara,Male,Professor,196,1996
University of California - Santa Barbara,Male,Professor,339,1998
University of California - Santa Barbara,Male,Professor,177,1999
University of California - Santa Barbara,Male,Professor,133,2003
University of California - Santa Cruz,Male,Professor,504,1968
University of California - Santa Cruz,Male,Professor,564,1975
University of California - Santa Cruz,Male,Professor,3223,1979
University of California - Santa Cruz,Male,Professor,1551,1984
University of California - Santa Cruz,Female,Professor,317,1986
University of California - Santa Cruz,Male,Professor,3030,1986
University of California - Santa Cruz,Male,Professor,112,1987
University of California - Santa Cruz,Male,Professor,717,1988
University of California - Santa Cruz,Male,Professor,226,1990
University of California - Santa Cruz,Male,Professor,3,1994
University of California - Santa Cruz,Male,Professor,482,1994
University of California - Santa Cruz,Male,Professor,93,2003
University of Chicago,Male,Professor,233,1962
University of Chicago,Male,Professor,4518,1964
University of Chicago,Male,Professor,2025,1968
University of Chicago,Male,Professor,2223,1969
University of Chicago,Male,Professor,5041,1971
University of Chicago,Male,Professor,1167,1975
University of Chicago,Male,Professor,11645,1975
University of Chicago,Male,Professor,895,1975
University of Chicago,Male,Professor,1604,1975
University of Chicago,Male,Professor,597,1976
University of Chicago,Male,Professor,2877,1977
University of Chicago,Male,Professor,3532,1978
University of Chicago,Male,Professor,3223,1979
University of Chicago,Male,Professor,3004,1979
University of Chicago,Male,Professor,823,1981
University of Chicago,Male,Professor,1050,1982
University of Chicago,Male,Professor,4088,1983
University of Chicago,Male,Professor,1506,1984
University of Chicago,Male,Professor,542,1986
University of Chicago,Male,Professor,1303,1988
University of Chicago,Female,Professor,783,1990
University of Chicago,Male,Professor,2072,1992
University of Chicago,Female,Professor,279,1996
University of Chicago,Male,Professor,774,1996
University of Chicago,Male,Professor,1813,1997
University of Chicago,Male,Professor,467,1997
University of Chicago,Male,Professor,766,1998
University of Chicago,Male,Professor,1110,1999
University of Chicago,Male,Professor,295,2001
University of Chicago,Male,Professor,506,2004
University of Chicago,Male,Professor,2998,2005
University of Chicago,Male,Professor,384,2010
University of Cincinatti,Male,Professor,102,1973
University of Cincinatti,Female,Professor,1026,1974
University of Cincinatti,Male,Professor,401,1974
University of Cincinatti,Male,Professor,102,1974
University of Cincinatti,Male,Professor,352,1975
University of Cincinatti,Male,Professor,302,1977
University of Cincinatti,Male,Professor,316,1981
University of Cincinatti,Male,Professor,850,1981
University of Cincinatti,Male,Professor,180,1983
University of Cincinatti,Male,Professor,267,1984
University of Cincinatti,Male,Professor,1273,1984
University of Cincinatti,Male,Professor,601,1985
University of Cincinatti,Female,Professor,146,1985
University of Cincinatti,Male,Professor,41,1986
University of Cincinatti,Male,Professor,578,1988
University of Cincinatti,Male,Professor,342,1993
University of Cincinatti,Male,Professor,4,1998
University of Cincinatti,Female,Professor,1695,1999
University of Cincinatti,Male,Professor,510,2001
University of Cincinatti,Female,Professor,72,2003
University of Cincinatti,Male,Professor,27,2006
University of Colorado - Denver,Male,Professor,1205,1980
University of Colorado - Denver,Male,Professor,42,1980
University of Colorado - Denver,Male,Professor,2205,1981
University of Colorado - Denver,Male,Professor,392,1999
University of Colorado - Denver,Male,Professor,194,2002
University of Colorado - Denver,Male,Professor,209,2002
University of Colorado Boulder,Male,Professor,666,1965
University of Colorado Boulder,Male,Professor,799,1965
University of Colorado Boulder,Male,Professor,170,1970
University of Colorado Boulder,Female,Professor,406,1976
University of Colorado Boulder,Female,Professor,523,1982
University of Colorado Boulder,Male,Professor,48,1983
University of Colorado Boulder,Male,Professor,208,1985
University of Colorado Boulder,Male,Professor,415,1988
University of Colorado Boulder,Male,Professor,167,1988
University of Colorado Boulder,Female,Professor,169,1989
University of Colorado Boulder,Male,Professor,355,1994
University of Colorado Boulder,Female,Professor,66,1996
University of Colorado Boulder,Male,Professor,405,1996
University of Colorado Boulder,Male,Professor,1622,1998
University of Hawaii - Manoa,Male,Professor,138,1978
University of Hawaii - Manoa,Male,Professor,310,1982
University of Hawaii - Manoa,Male,Professor,547,1983
University of Hawaii - Manoa,Male,Professor,71,1983
University of Hawaii - Manoa,Female,Professor,164,1987
University of Hawaii - Manoa,Male,Professor,73,1987
University of Hawaii - Manoa,Male,Professor,153,1990
University of Hawaii - Manoa,Male,Professor,610,1993
University of Hawaii - Manoa,Female,Professor,234,1997
University of Hawaii - Manoa,Male,Professor,324,2002
University of Hawaii - Manoa,Female,Professor,79,2007
University of Hawaii - Manoa,Male,Professor,198,2009
University of Houston,Male,Professor,62,1964
University of Houston,Male,Professor,2,1965
University of Houston,Male,Professor,278,1966
University of Houston,Male,Professor,8,1967
